source,destination,status
"https://www.generation-ai-stn.fi/hankkeen-toiminta/uusi-tyokalut-ja-materiaalit-integroiva-sivusto/","/hankkeen-toiminta/uusi-tyokalut-ja-materiaalit-integroiva-sivusto/",301
"https://www.generation-ai-stn.fi/ajankohtaista/generation-ai-educa2025-tapahtumassa/","/ajankohtaista/generation-ai-educa2025-tapahtumassa/",301
"https://www.generation-ai-stn.fi/ajankohtaista/lasten-ja-nuorten-tekoalylukutaitoa-edistava-generation-ai-hanke-on-voittanut-vuoden-2025-kansallisen-vuoden-avoin-oppimateriaali-palkinnon/","/ajankohtaista/lasten-ja-nuorten-tekoalylukutaitoa-edistava-generation-ai-hanke-on-voittanut-vuoden-2025-kansallisen-vuoden-avoin-oppimateriaali-palkinnon/",301
"https://www.generation-ai-stn.fi/ajankohtaista/generation-ai-itk2025-tapahtumassa/","/ajankohtaista/generation-ai-itk2025-tapahtumassa/",301
"https://www.generation-ai-stn.fi/ajankohtaista/yle-uutispodcast-deepseek-sanoo-olevansa-kilpailijoitaan-tehokkaampi-onko-vaitteissa-peraa/","/ajankohtaista/yle-uutispodcast-deepseek-sanoo-olevansa-kilpailijoitaan-tehokkaampi-onko-vaitteissa-peraa/",301
"https://www.generation-ai-stn.fi/ajankohtaista/yle-ykkosaamu-haastateltavana-prof-roos/","/ajankohtaista/yle-ykkosaamu-haastateltavana-prof-roos/",301
"https://www.generation-ai-stn.fi/ajankohtaista/yle-tekoalyn-kehittyminen-on-ennakoitua-nopeampaa/","/ajankohtaista/yle-tekoalyn-kehittyminen-on-ennakoitua-nopeampaa/",301
"https://www.generation-ai-stn.fi/ajankohtaista/generation-ai-hanke-mukana-educa25-tapahtumassa/","/ajankohtaista/generation-ai-hanke-mukana-educa25-tapahtumassa/",301
"https://www.generation-ai-stn.fi/hankkeen-toiminta/somekone-2-0-on-julkaistu/","/hankkeen-toiminta/somekone-2-0-on-julkaistu/",301
"https://www.generation-ai-stn.fi/hankkeen-toiminta/opetettava-kone-sai-xai-tyokalun-nyt-naet-reaaliaikaisesti-kuinka-tekoaly-luokittelee-kuvan/","/hankkeen-toiminta/opetettava-kone-sai-xai-tyokalun-nyt-naet-reaaliaikaisesti-kuinka-tekoaly-luokittelee-kuvan/",301
"https://www.generation-ai-stn.fi/tutkimus/julkaisu-datafikoituva-peruskoulu-tasapainoilua-lapsen-henkilotietojen-suojan-ja-opetuksen-tavoitteiden-valilla/","/tutkimus/julkaisu-datafikoituva-peruskoulu-tasapainoilua-lapsen-henkilotietojen-suojan-ja-opetuksen-tavoitteiden-valilla/",301
"https://www.generation-ai-stn.fi/ajankohtaista/suuri-nobel-keskustelu-24-10-2024/","/ajankohtaista/suuri-nobel-keskustelu-24-10-2024/",301
"https://www.generation-ai-stn.fi/ajankohtaista/puhetta-tekoalysta-ita-suomen-aluehallintoviraston-rehtori-ja-johtajuuspaivilla-2024/","/ajankohtaista/puhetta-tekoalysta-ita-suomen-aluehallintoviraston-rehtori-ja-johtajuuspaivilla-2024/",301
"https://www.generation-ai-stn.fi/tutkimus/icalt2024-paras-julkaisu-a-no-code-ai-education-tool-for-learning-ai-in-k-12-by-making-machine-learning-driven-apps/","/tutkimus/icalt2024-paras-julkaisu-a-no-code-ai-education-tool-for-learning-ai-in-k-12-by-making-machine-learning-driven-apps/",301
"https://www.generation-ai-stn.fi/ajankohtaista/ita-savo-kerimaen-koulussa-tekoalya-kaytetaan-jo-osana-opetusta-tavoitteena-oma-ajattelu-ja-sisallon-ymmartaminen/","/ajankohtaista/ita-savo-kerimaen-koulussa-tekoalya-kaytetaan-jo-osana-opetusta-tavoitteena-oma-ajattelu-ja-sisallon-ymmartaminen/",301
"https://www.generation-ai-stn.fi/ajankohtaista/waie-monthly-ai-expert-webinar-series/","/ajankohtaista/waie-monthly-ai-expert-webinar-series/",301
"https://www.generation-ai-stn.fi/ajankohtaista/susanna-lindroos-hovinheimo-minkalainen-tekoalyasetuksesta-tuli-perustuslakiblogi/","/ajankohtaista/susanna-lindroos-hovinheimo-minkalainen-tekoalyasetuksesta-tuli-perustuslakiblogi/",301
"https://www.generation-ai-stn.fi/ajankohtaista/mtv3-nain-ylakoululaiset-jo-kayttavat-chatgptta-tekoaly-halutaan-vahvemmin-osaksi-opetusta/","/ajankohtaista/mtv3-nain-ylakoululaiset-jo-kayttavat-chatgptta-tekoaly-halutaan-vahvemmin-osaksi-opetusta/",301
"https://www.generation-ai-stn.fi/ajankohtaista/digital-futures-for-education-explores-ais-impact-on-university-teaching-and-learning/","/ajankohtaista/digital-futures-for-education-explores-ais-impact-on-university-teaching-and-learning/",301
"https://www.generation-ai-stn.fi/uncategorized-fi/yle-tutkijat-keksivat-miten-nuoret-saa-kiinnostumaan-somen-riskeista/","/uncategorized-fi/yle-tutkijat-keksivat-miten-nuoret-saa-kiinnostumaan-somen-riskeista/",301
"https://www.generation-ai-stn.fi/ajankohtaista/yle-areena-uusi-tyokalu-paljastaa-miten-some-toimii/","/ajankohtaista/yle-areena-uusi-tyokalu-paljastaa-miten-some-toimii/",301
"https://www.generation-ai-stn.fi/ajankohtaista/lehdistotiedote-suomalaiset-peruskoululaiset-saavat-tekoalyopetukseen-sovelluksen-ja-oppimateriaaleja/","/ajankohtaista/lehdistotiedote-suomalaiset-peruskoululaiset-saavat-tekoalyopetukseen-sovelluksen-ja-oppimateriaaleja/",301
"https://www.generation-ai-stn.fi/ajankohtaista/generation-ai-on-mukana-itk2024-tapahtumassa-webinaari-2-4-2024/","/ajankohtaista/generation-ai-on-mukana-itk2024-tapahtumassa-webinaari-2-4-2024/",301
"https://www.generation-ai-stn.fi/ajankohtaista/yle-monet-tutkijat-sortuvat-liioitteluun-tekoalyn-tulevaisuudesta-kolme-esimerkkia-osoittaa-miten-todellisuus-tulee-vastaan/","/ajankohtaista/yle-monet-tutkijat-sortuvat-liioitteluun-tekoalyn-tulevaisuudesta-kolme-esimerkkia-osoittaa-miten-todellisuus-tulee-vastaan/",301
"https://www.generation-ai-stn.fi/ajankohtaista/mielipidekirjoitus/hs-mielipide-tekoaly-haastaa-jo-nyt-opettajia-ja-oppilaita/","/ajankohtaista/mielipidekirjoitus/hs-mielipide-tekoaly-haastaa-jo-nyt-opettajia-ja-oppilaita/",301
"https://www.generation-ai-stn.fi/ajankohtaista/lasten-oikeudet-toteutuvat-vaihtelevasti-internetissa/","/ajankohtaista/lasten-oikeudet-toteutuvat-vaihtelevasti-internetissa/",301
"https://www.generation-ai-stn.fi/ajankohtaista/sujuva-suomi-tekoalylla-eettisesti-ja-vastuullisesti/","/ajankohtaista/sujuva-suomi-tekoalylla-eettisesti-ja-vastuullisesti/",301
"https://www.generation-ai-stn.fi/gen-ai-tekoalykuulumiset-uutiskirje/tekoalykuulumiset-11a-2023-genai-opetettava-kone-on-viimeistelya-vaille-valmis-ja-oppimateriaalit-ovat-tyon-alla/","/gen-ai-tekoalykuulumiset-uutiskirje/tekoalykuulumiset-11a-2023-genai-opetettava-kone-on-viimeistelya-vaille-valmis-ja-oppimateriaalit-ovat-tyon-alla/",301
"https://www.generation-ai-stn.fi/ajankohtaista/genai-hankkeen-henkilosto-tapahtumissa/genai-mukana-tyttojen-paivan-tapahtumissa/","/ajankohtaista/genai-hankkeen-henkilosto-tapahtumissa/genai-mukana-tyttojen-paivan-tapahtumissa/",301
"https://www.generation-ai-stn.fi/ajankohtaista/genai-hankkeen-henkilosto-tapahtumissa/oulun-digikarnevaali-keskustelua-tekoalysta-microsoftin-kanssa-ja-workshop-opetettavan-koneen-kaytosta/","/ajankohtaista/genai-hankkeen-henkilosto-tapahtumissa/oulun-digikarnevaali-keskustelua-tekoalysta-microsoftin-kanssa-ja-workshop-opetettavan-koneen-kaytosta/",301
"https://www.generation-ai-stn.fi/ajankohtaista/genai-hankkeen-henkilosto-tapahtumissa/generation-ai-mukana-tutkijoiden-yossa/","/ajankohtaista/genai-hankkeen-henkilosto-tapahtumissa/generation-ai-mukana-tutkijoiden-yossa/",301
"https://www.generation-ai-stn.fi/ajankohtaista/genai-hankkeen-henkilosto-tapahtumissa/36-saksalaista-opettajaa-tutustui-opetettavaan-koneeseen-unlocking-ai-webinaarissa/","/ajankohtaista/genai-hankkeen-henkilosto-tapahtumissa/36-saksalaista-opettajaa-tutustui-opetettavaan-koneeseen-unlocking-ai-webinaarissa/",301
"https://www.generation-ai-stn.fi/ajankohtaista/genai-hankkeen-henkilosto-tapahtumissa/olimme-edustettuna-ophn-tekoalyn-pyorea-poyta-keskustelussa/","/ajankohtaista/genai-hankkeen-henkilosto-tapahtumissa/olimme-edustettuna-ophn-tekoalyn-pyorea-poyta-keskustelussa/",301
"https://www.generation-ai-stn.fi/ajankohtaista/lasten-oikeuksia-ei-ole-otettu-riittavasti-huomioon-eun-tekoalyasetuksessa/","/ajankohtaista/lasten-oikeuksia-ei-ole-otettu-riittavasti-huomioon-eun-tekoalyasetuksessa/",301
"https://www.generation-ai-stn.fi/ajankohtaista/genai-hankkeen-henkilosto-mediassa/perhetapahtuma-tuo-heurekaan-tekoalya-ja-robotteja-ennakko-osaamista-ei-tarvita-avoimella-mielella-parjaa-hyvin/","/ajankohtaista/genai-hankkeen-henkilosto-mediassa/perhetapahtuma-tuo-heurekaan-tekoalya-ja-robotteja-ennakko-osaamista-ei-tarvita-avoimella-mielella-parjaa-hyvin/",301
"https://www.generation-ai-stn.fi/helsingin-yliopisto/tekoalyasetus-paisumassa-vaikeasti-sovellettavaksi-moykyksi/","/helsingin-yliopisto/tekoalyasetus-paisumassa-vaikeasti-sovellettavaksi-moykyksi/",301
"https://www.generation-ai-stn.fi/mtv3/mtv-huomenta-suomi-tekoalya-kansalle/","/mtv3/mtv-huomenta-suomi-tekoalya-kansalle/",301
"https://www.generation-ai-stn.fi/ajankohtaista/genai-tyokalut-ja-materiaalit-hankkeen-ulkopuolella/otava-opisto-miten-kone-oppii-genai-tyokalu-mukana-opiston-tulevaisuuspaivassa-1-9-2023/","/ajankohtaista/genai-tyokalut-ja-materiaalit-hankkeen-ulkopuolella/otava-opisto-miten-kone-oppii-genai-tyokalu-mukana-opiston-tulevaisuuspaivassa-1-9-2023/",301
"https://www.generation-ai-stn.fi/ajankohtaista/tekoaly-on-jo-taalla-eika-siihen-pida-suhtautua-kuin-luonnonvoimaan-sanoo-tietojenkasittelytieteen-professori-teemu-roos/","/ajankohtaista/tekoaly-on-jo-taalla-eika-siihen-pida-suhtautua-kuin-luonnonvoimaan-sanoo-tietojenkasittelytieteen-professori-teemu-roos/",301
"https://www.generation-ai-stn.fi/ajankohtaista/podcast-jakso-koulutus-ja-tekoaly-mita-opetettavaa-tekoalylla-on-meille/","/ajankohtaista/podcast-jakso-koulutus-ja-tekoaly-mita-opetettavaa-tekoalylla-on-meille/",301
"https://www.generation-ai-stn.fi/ajankohtaista/keynote-luento-iticse-23-konferenssissa-k-12-tietotekniikkaopetusta-tekoalyaikana-datalukutaidosta-datatoimijuuteen/","/ajankohtaista/keynote-luento-iticse-23-konferenssissa-k-12-tietotekniikkaopetusta-tekoalyaikana-datalukutaidosta-datatoimijuuteen/",301
"https://www.generation-ai-stn.fi/ajankohtaista/suomiareena-tutkimusmatkalla-tulevaisuuksiin-ohjaimissa-nuoret-ja-teknologia/","/ajankohtaista/suomiareena-tutkimusmatkalla-tulevaisuuksiin-ohjaimissa-nuoret-ja-teknologia/",301
"https://www.generation-ai-stn.fi/ajankohtaista/prof-tedre-osallistui-humanization-of-computing-and-engineering-education-symposiumiin-uppsalassa/","/ajankohtaista/prof-tedre-osallistui-humanization-of-computing-and-engineering-education-symposiumiin-uppsalassa/",301
"https://www.generation-ai-stn.fi/ajankohtaista/susanna-lindroos-hovinheimo-tekoalyasetuksen-uusia-vaiheita-parlamentin-nakemykset-laajentavat-saantelya/","/ajankohtaista/susanna-lindroos-hovinheimo-tekoalyasetuksen-uusia-vaiheita-parlamentin-nakemykset-laajentavat-saantelya/",301
"https://www.generation-ai-stn.fi/ajankohtaista/genai-hankkeen-tutkimus-ja-kokeilutoiminta-kaynnistyi-helsingissa/","/ajankohtaista/genai-hankkeen-tutkimus-ja-kokeilutoiminta-kaynnistyi-helsingissa/",301
"https://www.generation-ai-stn.fi/ajankohtaista/generation-ai-hanke-vahvasti-mukana-interaktiivinen-tekniikka-koulutuksessa-2023-seminaarissa/","/ajankohtaista/generation-ai-hanke-vahvasti-mukana-interaktiivinen-tekniikka-koulutuksessa-2023-seminaarissa/",301
"https://www.generation-ai-stn.fi/ajankohtaista/keynote-mita-tietokone-ei-osaa-tehda-vaarien-kasitysten-historia/","/ajankohtaista/keynote-mita-tietokone-ei-osaa-tehda-vaarien-kasitysten-historia/",301
"https://www.generation-ai-stn.fi/ajankohtaista/hankkeen-tutkijat-pitivat-asiantuntijapuheenvuorot-enorssi-verkoston-tekoaly-vai-tukialy-webinaarissa/","/ajankohtaista/hankkeen-tutkijat-pitivat-asiantuntijapuheenvuorot-enorssi-verkoston-tekoaly-vai-tukialy-webinaarissa/",301
"https://www.generation-ai-stn.fi/ajankohtaista/itk-webinaari-generation-ai-kyberturvallisen-ajattelutavan-opettaminen-tekoalysukupolvelle/","/ajankohtaista/itk-webinaari-generation-ai-kyberturvallisen-ajattelutavan-opettaminen-tekoalysukupolvelle/",301
"https://www.generation-ai-stn.fi/ajankohtaista/ensimmainen-hankkeessa-kehitetty-sovellus-genai-kuvien-luokittelija/","/ajankohtaista/ensimmainen-hankkeessa-kehitetty-sovellus-genai-kuvien-luokittelija/",301
"https://www.generation-ai-stn.fi/ajankohtaista/kouluissa-on-nyt-kiire-lisata-ymmarrysta-tekoalysta-taman-jutun-luettuasi-ymmarrat-miksi-ja-miten/","/ajankohtaista/kouluissa-on-nyt-kiire-lisata-ymmarrysta-tekoalysta-taman-jutun-luettuasi-ymmarrat-miksi-ja-miten/",301
"https://www.generation-ai-stn.fi/ajankohtaista/tekoaly-uutisointi-hankkeen-ulkopuolella/yle-podcast-kohistu-chat-gpt-on-tehokas-arvauskone-jonka-uskotaan-mullistavan-asiantuntijatyon/","/ajankohtaista/tekoaly-uutisointi-hankkeen-ulkopuolella/yle-podcast-kohistu-chat-gpt-on-tehokas-arvauskone-jonka-uskotaan-mullistavan-asiantuntijatyon/",301
"https://www.generation-ai-stn.fi/ajankohtaista/hankkeen-kouluyhteistyo-kaynnistyi/","/ajankohtaista/hankkeen-kouluyhteistyo-kaynnistyi/",301
"https://www.generation-ai-stn.fi/ajankohtaista/yle/yle-tutkija-peraankuuluttaa-tekoalyn-toiminnan-ymmartamista-joka-alkaa-olla-uusi-kansalaistaito/","/ajankohtaista/yle/yle-tutkija-peraankuuluttaa-tekoalyn-toiminnan-ymmartamista-joka-alkaa-olla-uusi-kansalaistaito/",301
"https://www.generation-ai-stn.fi/gen-ai-tekoalykuulumiset-uutiskirje/tekoalyn-roolin-kasvaessa-yhteiskunnassa-lasten-ja-nuorten-osaamista-tulee-kehittaa-jo-esi-ja-perusopetuksessa/","/gen-ai-tekoalykuulumiset-uutiskirje/tekoalyn-roolin-kasvaessa-yhteiskunnassa-lasten-ja-nuorten-osaamista-tulee-kehittaa-jo-esi-ja-perusopetuksessa/",301
"https://www.generation-ai-stn.fi/ajankohtaista/genai-hankkeen-henkilosto-mediassa/koululaisen-chatgptlla-tekema-kirjoitelma-meni-taydesta-tekoalyprofessorin-mukaan-hittibotti-on-mestari-lahinna-bullshitissa-ja-mansplainauksessa/","/ajankohtaista/genai-hankkeen-henkilosto-mediassa/koululaisen-chatgptlla-tekema-kirjoitelma-meni-taydesta-tekoalyprofessorin-mukaan-hittibotti-on-mestari-lahinna-bullshitissa-ja-mansplainauksessa/",301
"https://www.generation-ai-stn.fi/ajankohtaista/hanke-esilla-kasvatustieteiden-paivilla/","/ajankohtaista/hanke-esilla-kasvatustieteiden-paivilla/",301
"https://www.generation-ai-stn.fi/ajankohtaista/konsortion-suunnittelukokous-pidettiin-heurekassa-jossa-on-uusi-tekoalya-kasitteleva-nayttely/","/ajankohtaista/konsortion-suunnittelukokous-pidettiin-heurekassa-jossa-on-uusi-tekoalya-kasitteleva-nayttely/",301
"https://www.generation-ai-stn.fi/ajankohtaista/vierailuluento-ja-tyopaja-jyvaskylan-yliopistossa-koneoppimista-koulumaailmaan/","/ajankohtaista/vierailuluento-ja-tyopaja-jyvaskylan-yliopistossa-koneoppimista-koulumaailmaan/",301
"https://www.generation-ai-stn.fi/ajankohtaista/tekoalyyn-liitetyt-scifi-kuvat-kertovat-vaaraa-tarinaa/","/ajankohtaista/tekoalyyn-liitetyt-scifi-kuvat-kertovat-vaaraa-tarinaa/",301
"https://www.generation-ai-stn.fi/helsingin-yliopisto/vierashuoneessa-julkisoikeuden-professori-susanna-lindroos-hovinheimo-euroopan-unionin-ehdotus-tekoalyn-saantelyksi-liikaa-liian-sekavasti/","/helsingin-yliopisto/vierashuoneessa-julkisoikeuden-professori-susanna-lindroos-hovinheimo-euroopan-unionin-ehdotus-tekoalyn-saantelyksi-liikaa-liian-sekavasti/",301
"https://www.generation-ai-stn.fi/helsingin-yliopisto/tarvitseeko-tekoaly-kansainvalisia-saantoja-nama-kolme-asiaa-eun-ehdotuksesta-tekoalyn-saantelemiseksi-tulisi-tietaa/","/helsingin-yliopisto/tarvitseeko-tekoaly-kansainvalisia-saantoja-nama-kolme-asiaa-eun-ehdotuksesta-tekoalyn-saantelemiseksi-tulisi-tietaa/",301
"https://www.generation-ai-stn.fi/ajankohtaista/tekoaly-uutisointi-hankkeen-ulkopuolella/tekoaly-helpottaa-ja-tehostaa-tyontekoa-mutta-ei-korvaa-ihmista/","/ajankohtaista/tekoaly-uutisointi-hankkeen-ulkopuolella/tekoaly-helpottaa-ja-tehostaa-tyontekoa-mutta-ei-korvaa-ihmista/",301
"https://www.generation-ai-stn.fi/helsingin-yliopisto/mita-tekoaly-algoritmit-ja-koneoppiminen-tarkoittavat/","/helsingin-yliopisto/mita-tekoaly-algoritmit-ja-koneoppiminen-tarkoittavat/",301
"https://www.generation-ai-stn.fi/ajankohtaista/hs-vieraskyna-29-10-2016-koulutus-ei-reagoi-tyon-muutokseen/","/ajankohtaista/hs-vieraskyna-29-10-2016-koulutus-ei-reagoi-tyon-muutokseen/",301
"https://www.generation-ai-stn.fi/itk2025-palautelomake/","/itk2025-palautelomake/",301
"https://www.generation-ai-stn.fi/vastuurajoitus/","/vastuurajoitus/",301
"https://www.generation-ai-stn.fi/tietosuojalausunto-eu/","/tietosuojalausunto-eu/",301
"https://www.generation-ai-stn.fi/evastekaytanto-eu/","/evastekaytanto-eu/",301
"https://www.generation-ai-stn.fi/tietosuojaseloste-generation-ai-hankkeen-www-sivut/","/tietosuojaseloste-generation-ai-hankkeen-www-sivut/",301
"https://www.generation-ai-stn.fi/educa-2025-palautelomake/","/educa-2025-palautelomake/",301
"https://www.generation-ai-stn.fi/encyclopedia/","/encyclopedia/",301
"https://www.generation-ai-stn.fi/materiaalit/","/materiaalit/",301
"https://www.generation-ai-stn.fi/genai-opetettava-kone/","/genai-opetettava-kone/",301
"https://www.generation-ai-stn.fi/henkilotietojen-kasittely-alakoulussa/","/henkilotietojen-kasittely-alakoulussa/",301
"https://www.generation-ai-stn.fi/posts-search/","/posts-search/",301
"https://www.generation-ai-stn.fi/opettajalle/","/opettajalle/",301
"https://www.generation-ai-stn.fi/ollaan-yhteydessa/","/ollaan-yhteydessa/",301
"https://www.generation-ai-stn.fi/generation-ai-hankkeessa-tehtava-tutkimus/","/generation-ai-hankkeessa-tehtava-tutkimus/",301
"https://www.generation-ai-stn.fi/tietoa-tekoalysta-kenelle-tahansa/","/tietoa-tekoalysta-kenelle-tahansa/",301
"https://www.generation-ai-stn.fi/647-2/","/647-2/",301
"https://www.generation-ai-stn.fi/saavutettavuusseloste/","/saavutettavuusseloste/",301
"https://www.generation-ai-stn.fi/uutiskirjeen-tietosuojaseloste/","/uutiskirjeen-tietosuojaseloste/",301
"https://www.generation-ai-stn.fi/uutiskirje/","/uutiskirje/",301
"https://www.generation-ai-stn.fi/tilannekuva-2022-tiivistelma/","/tilannekuva-2022-tiivistelma/",301
"https://www.generation-ai-stn.fi/ajankohtaista/","/ajankohtaista/",301
"https://www.generation-ai-stn.fi/konsortio/","/konsortio/",301
"https://www.generation-ai-stn.fi/etusivu/","/etusivu/",301
"https://www.generation-ai-stn.fi/shield-ohjelma/","/shield-ohjelma/",301
"https://www.generation-ai-stn.fi/","/",301
